what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1252263492000
activated,view,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit.ResultView",1252263503625
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252263506953
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252263508250
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252263508250
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252263508359
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252263513171
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252263517171
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252263517171
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252263517328
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252263518781
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252263520625
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252263623234
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252263628921
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1252263642234
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1252263692906
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1252263696046
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1252263698078
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1252263770968
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1252263780937
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1252263785484
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252263790937
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1252263793156
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1252263821062
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252263831484
