what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252266739734
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252266876640
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252266878765
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252266881015
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252266908781
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252266908781
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252266908890
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252266921625
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252266926781
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252266935203
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1252266947656
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1252266967796
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1252266970421
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1252267029265
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1252267047875
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1252267048421
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.open.editor",1252267054453
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1252267058093
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1252267059625
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252267065046
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252267073609
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1252267108234
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1252267113812
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1252267115281
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1252267126562
